problem_id,domain,problem,previous_steps,current_step,next_step,step_index,label,error_type,explanation,source
calc-2599,calculus,Найдите производную функции f(x)=x^2 sin x.,Используем правило произведения.,Производная sin x равна -cos x.,,2,incorrect,wrong_formula,Производная sin x равна cos x.,toy_synthetic_baseline
calc-2599,calculus,Найдите производную функции f(x)=x^2 sin x.,Используем правило произведения.,После дифференцирования получаем итоговую формулу.,,2,suspicious,invalid_transition,Не показаны производные множителей и подстановка в правило.,toy_synthetic_baseline
calc-2599,calculus,Найдите производную функции f(x)=x^2 sin x.,Используем правило произведения.,"Следовательно, f'(x)=2x sin x.",,3,incomplete,invalid_transition,Пропущен второй член x^2 cos x.,toy_synthetic_baseline
chain-3-3999,calculus,Найдите производную функции f(x)=sin(3x).,,Используем правило цепочки.,f'(x)=3cos(3x).,1,correct,none,Правильно выбрано правило цепочки.,toy_synthetic_baseline
chain-3-3999,calculus,Найдите производную функции f(x)=sin(3x).,Используем правило цепочки.,f'(x)=cos(3x).,,2,incomplete,wrong_formula,Пропущен множитель внутренней производной.,toy_synthetic_baseline
chain-3-3999,calculus,Найдите производную функции f(x)=sin(3x).,Используем правило цепочки.,f'(x)=-3cos(3x).,,2,incorrect,sign_error,У производной sin знак положительный.,toy_synthetic_baseline
comb-7-4-6031,combinatorics,Сколькими способами можно выбрать 4 объектов из 7?,,"Используем сочетания C(7,4).",,1,correct,none,"Порядок выбора не важен, поэтому нужны сочетания.",toy_synthetic_baseline
comb-7-4-6031,combinatorics,Сколькими способами можно выбрать 4 объектов из 7?,,"Используем размещения A(7,4).",,1,incorrect,wrong_formula,"Выбранная формула учитывает порядок, которого нет в условии.",toy_synthetic_baseline
comb-7-4-6031,combinatorics,Сколькими способами можно выбрать 4 объектов из 7?,"Используем C(7,4).","Ясно, что получаем число способов.",,2,suspicious,invalid_transition,Не показано вычисление сочетаний.,toy_synthetic_baseline
lineq-7-1--6-2166,algebra,Решите линейное уравнение 7x + 1 = -6.,,Тогда имеем 7x = -7.,x = -7/7 = -1.,1,correct,none,Свободный член перенесён корректно.,toy_synthetic_baseline
lineq-7-1--6-2166,algebra,Решите линейное уравнение 7x + 1 = -6.,Тогда имеем 7x = -7.,x = -7/7 = 1.,Ответ: 1.,2,incorrect,calculation_error,Ошибка при делении коэффициента.,toy_synthetic_baseline
lineq-7-1--6-2166,algebra,Решите линейное уравнение 7x + 1 = -6.,Тогда имеем 7x = -7. ||| x = -7/7 = -1.,Ответ: -1.,,3,correct,none,Ответ совпадает с найденным значением.,toy_synthetic_baseline
lim-5888,calculus,Найдите предел lim_{x->0} sin(x)/x.,,При x -> 0 числитель и знаменатель стремятся к 0.,Используем замечательный предел.,1,correct,none,Неопределённость замечена верно.,toy_synthetic_baseline
lim-5888,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,Дальше применяем известный факт.,Предел равен 1.,2,suspicious,invalid_transition,Не назван конкретный замечательный предел.,toy_synthetic_baseline
